id,category,expected_decision,needs_manual_review,review_reasons,query,expected_entities,selected_observations_total,selection_rules,numeric_facts_count,temporal_facts_count,topology_count,missing_facts_count,missing_facts,wkt_count,wkt_verified_count
105,semi-explicit,ANSWER,False,,"Найди все реки из списка (Улькен Алматы, Емель, Тентек), чьи координаты находятся в одном регионе.",Ulken Almaty River | Emel River | Tentek River,3,structural_fallback | structural_fallback | structural_fallback,0,0,6,0,,3,3
106,semi-explicit,ANSWER,True,requested_fact_missing_or_not_directly_stored | sufficiency_or_management_requires_review,"Проверьте, достаточно ли уровней воды в реках Sarykan River и Aksu River для орошения в текущем сезоне.",Sarykan River | Aksu River,2,requested_predicate_match | requested_predicate_match,2,6,0,1,management_sufficiency_conclusion,2,2
107,semi-explicit,ANSWER,True,aggregate_or_comparison_requires_review | requested_fact_missing_or_not_directly_stored,Рассчитайте суммарное потребление воды для нужд сельского хозяйства по рекам Tekeli River и Temirlik River.,Tekeli River | Temirlik River,6,requested_predicate_match | requested_predicate_match,6,0,0,1,aggregate_or_comparative_conclusion,1,1
108,semi-explicit,ANSWER,True,ecological_assessment_requires_review | requested_fact_missing_or_not_directly_stored,Выявите признаки экологического стресса в реках Kurty River и Urzhar River на основе последних изменений уровня стока.,Kurty River | Urzhar River,2,requested_predicate_match | requested_predicate_match,4,6,0,1,ecological_assessment_conclusion,2,2
109,semi-explicit,ANSWER,True,derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored | sufficiency_or_management_requires_review,Сравните доступность водных ресурсов в реках Byzhy River и Lepsy River для нужд животноводства.,Byzhy River | Lepsy River,2,structural_fallback | structural_fallback,0,0,0,2,derived_numeric_conclusion | management_sufficiency_conclusion,2,2
110,semi-explicit,ANSWER,True,causal_claim_requires_definition | requested_fact_missing_or_not_directly_stored,Найдите показатели расхода воды в реках Sarykan River и Tekeli River для оценки их влияния на урожайность.,Sarykan River | Tekeli River,6,requested_predicate_match | requested_predicate_match,6,0,0,1,causal_or_impact_conclusion,2,2
111,semi-explicit,ANSWER,True,requested_fact_missing_or_not_directly_stored | threshold_or_risk_requires_definition,"Определите, какая из рек, Aksu River или Temirlik River, подвержена большему риску засухи, угрожающей фермерским хозяйствам.",Aksu River | Temirlik River,2,structural_fallback | structural_fallback,0,0,0,1,threshold_or_risk_conclusion,1,1
112,semi-explicit,ANSWER,False,,"Выведите уровни водопотребления для следующих рек: Kurty River, Urzhar River и Byzhy River.",Kurty River | Urzhar River | Byzhy River,9,requested_predicate_match | requested_predicate_match | requested_predicate_match,9,0,0,0,,3,3
113,semi-explicit,ANSWER,True,derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored,Оцените экологические последствия снижения уровня воды в реках Lepsy River и Sarykan River для местной флоры и фауны.,Lepsy River | Sarykan River,6,requested_predicate_match | requested_predicate_match,6,0,0,1,derived_numeric_conclusion,2,2
114,semi-explicit,ANSWER,True,derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored,"Сравните ирригационный потенциал рек Aksu River и Kurty River, основываясь на их текущем дебите.",Aksu River | Kurty River,2,temporal_evidence_match | temporal_evidence_match,0,6,0,1,derived_numeric_conclusion,2,2
115,semi-explicit,ANSWER,True,generic_analysis_requires_review | requested_fact_missing_or_not_directly_stored,Проанализируйте потребление воды для сельского хозяйства в бассейнах рек Temirlik River и Byzhy River.,Temirlik River | Byzhy River,6,requested_predicate_match | requested_predicate_match,6,0,0,1,analysis_conclusion,1,1
116,semi-explicit,ANSWER,True,ecological_assessment_requires_review | requested_fact_missing_or_not_directly_stored,Проверьте стабильность уровня воды в реках Tekeli River и Lepsy River с точки зрения устойчивого земледелия.,Tekeli River | Lepsy River,6,requested_predicate_match | requested_predicate_match,6,0,0,1,ecological_assessment_conclusion,2,2
117,semi-explicit,ANSWER,True,ecological_assessment_requires_review | requested_fact_missing_or_not_directly_stored,"Установите, ведут ли изменения стока в реках Urzhar River и Aksu River к экологическому дисбалансу.",Urzhar River | Aksu River,6,requested_predicate_match | requested_predicate_match,9,0,0,1,ecological_assessment_conclusion,2,2
118,semi-explicit,ANSWER,True,ecological_or_management_inference_requires_review | per_entity_evidence_incomplete | requested_fact_missing_or_not_directly_stored | sufficiency_or_management_requires_review,"Рассчитайте общий объем воды, доступный для полива культур, из рек Sarykan River и Temirlik River.",Sarykan River | Temirlik River,4,structural_fallback | requested_predicate_match,3,0,0,3,volume | ecological_or_management_conclusion | management_sufficiency_conclusion,1,1
119,semi-explicit,ANSWER,True,aggregate_or_comparison_requires_review | ecological_assessment_requires_review | requested_fact_missing_or_not_directly_stored,Проведите сравнение экологических индикаторов для рек Byzhy River и Tekeli River.,Byzhy River | Tekeli River,2,structural_fallback | structural_fallback,0,0,0,2,aggregate_or_comparative_conclusion | ecological_assessment_conclusion,2,2
120,semi-explicit,ANSWER,True,per_entity_evidence_incomplete | requested_fact_missing_or_not_directly_stored | sufficiency_or_management_requires_review,"Проверьте, достаточно ли объемов воды из рек Kurty River и Lepsy River для удовлетворения сельскохозяйственного спроса.",Kurty River | Lepsy River,4,structural_fallback | requested_predicate_match,3,0,0,2,volume | management_sufficiency_conclusion,2,2
121,semi-explicit,ANSWER,True,derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored,Сравни средний расход воды в реке Bayankol River и реке Shilik River за последние 10 лет.,Bayankol River | Shilik River,2,requested_predicate_match | requested_predicate_match,4,6,0,1,derived_numeric_conclusion,2,2
122,semi-explicit,ANSWER,True,derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored,"Найди пиковый уровень воды, зафиксированный на реке Kishi Almaty River, и сравни его со средним многолетним показателем.",Kishi Almaty River,3,requested_predicate_match,3,0,0,1,derived_numeric_conclusion,1,1
123,semi-explicit,ANSWER,True,derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored,"Определи, совпадает ли текущий тренд стока реки Kurty River с историческим паттерном реки Sharyn River.",Kurty River | Sharyn River,2,requested_predicate_match | requested_predicate_match,2,6,0,1,derived_numeric_conclusion,2,2
124,semi-explicit,ANSWER,True,forecast_model_requires_review | per_entity_evidence_incomplete | requested_fact_missing_or_not_directly_stored,"Спрогнозируй уровни воды в реке Lepsy River на 2025 год, используя исторические данные реки Dos River.",Lepsy River | Dos River,4,requested_predicate_match | temporal_evidence_match,3,11,0,2,water_level | forecast_model_output,2,2
125,semi-explicit,ANSWER,True,aggregate_or_comparison_requires_review | derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored,"Выяви, какая из рек — Tekes River или Bayankol River — показала наибольшее увеличение расхода воды по сравнению со своим средним значением за последние 5 лет.",Tekes River | Bayankol River,2,requested_predicate_match | requested_predicate_match,4,6,0,2,derived_numeric_conclusion | aggregate_or_comparative_conclusion,2,2
126,semi-explicit,ANSWER,True,derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored,Сравни сезонную изменчивость стока реки Shilik River с показателями реки Kishi Almaty River на основе исторических записей.,Shilik River | Kishi Almaty River,6,requested_predicate_match | requested_predicate_match,12,18,0,1,derived_numeric_conclusion,2,2
127,semi-explicit,ANSWER,True,derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored | season_or_period_filter_requires_review,Рассчитай разницу между максимальным зафиксированным уровнем паводка в реке Sharyn River и его историческим средним значением.,Sharyn River,3,requested_predicate_match,3,9,0,2,derived_numeric_conclusion | season_or_period_filtered_evidence,1,1
128,implicit,ANSWER,True,forecast_requires_manual_review | requested_fact_missing_or_not_directly_stored | season_or_period_filter_requires_review,"Используя исторические данные реки Lepsy River, оцени вероятность паводка в реке Dos River в следующем сезоне.",Lepsy River | Dos River,4,temporal_evidence_match | temporal_evidence_match,0,11,0,2,season_or_period_filtered_evidence | forecast_or_probability,2,2
129,implicit,ANSWER,True,derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored | season_or_period_filter_requires_review,Сравни показатели расхода воды в реках Kurty River и Tekes River в период весеннего половодья за последние 5 лет.,Kurty River | Tekes River,2,requested_predicate_match | requested_predicate_match,3,6,0,2,derived_numeric_conclusion | season_or_period_filtered_evidence,2,2
130,implicit,ANSWER,True,aggregate_or_comparison_requires_review | generic_analysis_requires_review | requested_fact_missing_or_not_directly_stored,"Проанализируй историческое отклонение стока реки Bayankol River относительно базового уровня, установленного рекой Shilik River.",Bayankol River | Shilik River,6,requested_predicate_match | requested_predicate_match,18,18,0,2,aggregate_or_comparative_conclusion | analysis_conclusion,2,2
131,implicit,ANSWER,True,derived_numeric_answer_requires_definition | forecast_model_requires_review | requested_fact_missing_or_not_directly_stored,"Спрогнозируй среднемесячный расход воды для реки Kishi Almaty River, основываясь на исторических трендах реки Sharyn River.",Kishi Almaty River | Sharyn River,6,requested_predicate_match | requested_predicate_match,9,18,0,2,derived_numeric_conclusion | forecast_model_output,2,2
132,implicit,ANSWER,True,derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored,Найди год с самым высоким уровнем стока в реке Lepsy River и сравни его с аналогичным периодом в реке Tekes River.,Lepsy River | Tekes River,6,requested_predicate_match | requested_predicate_match,18,18,0,1,derived_numeric_conclusion,2,2
133,implicit,ANSWER,True,causal_claim_requires_definition | derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored,Сравни влияние недавних осадков на сток реки Dos River относительно исторических данных реки Kurty River.,Dos River | Kurty River,4,requested_predicate_match | requested_predicate_match,4,11,0,2,derived_numeric_conclusion | causal_or_impact_conclusion,2,2
134,implicit,ANSWER,True,aggregate_or_comparison_requires_review | requested_fact_missing_or_not_directly_stored,"Определи, является ли волатильность стока в реке Bayankol River выше, чем в реке Kishi Almaty River, используя данные за последнее десятилетие.",Bayankol River | Kishi Almaty River,2,requested_predicate_match | requested_predicate_match,4,6,0,1,aggregate_or_comparative_conclusion,2,2
135,implicit,ANSWER,True,derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored | season_or_period_filter_requires_review,Сравни исторические периоды летней засухи в реках Shilik River и Sharyn River.,Shilik River | Sharyn River,6,temporal_evidence_match | temporal_evidence_match,0,18,0,2,derived_numeric_conclusion | season_or_period_filtered_evidence,2,2
136,implicit,ANSWER,True,requested_fact_missing_or_not_directly_stored | sensor_status_requires_manual_review | expected_triples_truncated,Проверь статус всех датчиков уровня воды в речной сети региона.,Sarykan River | Ayagoz River | Ile River | Karatal River | Tokyraun River | Lepsy River | Butak River | Kishi Osek River,24,requested_predicate_match | requested_predicate_match | requested_predicate_match | requested_predicate_match | requested_predicate_match | requested_predicate_match | requested_predicate_match | requested_predicate_match,24,0,14,1,sensor_operational_status,7,7
137,implicit,ANSWER,True,requested_fact_missing_or_not_directly_stored | sensor_error_requires_manual_review,Есть ли неисправные датчики мониторинга в бассейнах рек Или и Каратал?,Ile River | Karatal River,2,structural_fallback | structural_fallback,0,0,0,1,sensor_error_or_failure_status,1,1
138,implicit,ANSWER,True,aggregate_or_comparison_requires_review | requested_fact_missing_or_not_directly_stored,Проведи сравнение текущих уровней воды в реках Лепсы и Бутак.,Lepsy River | Butak River,2,requested_predicate_match | requested_predicate_match,2,6,0,1,aggregate_or_comparative_conclusion,2,2
139,implicit,ANSWER,True,anomaly_requires_manual_review | requested_fact_missing_or_not_directly_stored,"Выяви реки, где датчики уровня воды фиксируют аномальные показатели в районе реки Сарыкан.",Sarykan River,3,requested_predicate_match,3,0,0,1,anomaly_conclusion,1,1
140,implicit,ANSWER,True,requested_fact_missing_or_not_directly_stored | sensor_stability_or_connectivity_requires_review,Подготовь отчет о стабильности связи датчиков на реках Токыраун и Аягоз.,Tokyraun River | Ayagoz River,2,structural_fallback | structural_fallback,0,0,0,1,sensor_stability_or_connectivity,2,2
141,implicit,ANSWER,True,requested_fact_missing_or_not_directly_stored | threshold_or_risk_requires_definition,"Определи, на каких из основных рек сейчас наблюдаются критические уровни воды согласно данным мониторинга.",Sarykan River | Ayagoz River | Ile River | Karatal River | Tokyraun River | Lepsy River | Butak River | Kishi Osek River,8,requested_predicate_match | requested_predicate_match | requested_predicate_match | requested_predicate_match | requested_predicate_match | requested_predicate_match | requested_predicate_match | requested_predicate_match,8,24,0,1,threshold_or_risk_conclusion,7,7
142,implicit,ANSWER,True,requested_fact_missing_or_not_directly_stored | sensor_error_requires_manual_review,"Проверь, нет ли сбоев в работе оборудования мониторинга на реке Киши Осек.",Kishi Osek River,1,structural_fallback,0,0,0,1,sensor_error_or_failure_status,1,1
143,implicit,ANSWER,True,derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored | sensor_status_requires_manual_review,Сравни состояние работоспособности гидропостов на реках Каратал и Лепсы.,Karatal River | Lepsy River,2,structural_fallback | structural_fallback,0,0,0,2,sensor_operational_status | derived_numeric_conclusion,2,2
144,implicit,ANSWER,True,alert_or_operational_event_requires_review | requested_fact_missing_or_not_directly_stored,Есть ли какие-либо оповещения от датчиков уровня воды в бассейне реки Или?,Ile River,3,requested_predicate_match,3,0,0,1,alert_or_operational_event,0,0
145,implicit,ANSWER,True,requested_fact_missing_or_not_directly_stored | sensor_status_requires_manual_review,Сделай общий обзор текущего состояния датчиков по всем рекам в базе данных.,Sarykan River | Ayagoz River | Ile River | Karatal River | Tokyraun River | Lepsy River | Butak River | Kishi Osek River,8,temporal_evidence_match | temporal_evidence_match | temporal_evidence_match | temporal_evidence_match | temporal_evidence_match | temporal_evidence_match | temporal_evidence_match | temporal_evidence_match,0,24,0,1,sensor_operational_status,7,7
146,implicit,ANSWER,True,alert_or_operational_event_requires_review | requested_fact_missing_or_not_directly_stored,Нужно ли провести техническое обслуживание датчиков на реках Аягоз и Токыраун?,Ayagoz River | Tokyraun River,2,structural_fallback | structural_fallback,0,0,0,1,alert_or_operational_event,2,2
147,implicit,ANSWER,True,alert_or_operational_event_requires_review | requested_fact_missing_or_not_directly_stored,Все ли датчики в районе рек Бутак и Сарыкан передают данные без ошибок?,Butak River | Sarykan River,2,structural_fallback | structural_fallback,0,0,0,1,alert_or_operational_event,2,2
148,implicit,ANSWER,True,requested_fact_missing_or_not_directly_stored | threshold_or_risk_requires_definition,Какие реки сейчас показывают повышенный уровень воды по данным последних замеров?,Sarykan River | Ayagoz River | Ile River | Karatal River | Tokyraun River | Lepsy River | Butak River | Kishi Osek River,8,requested_predicate_match | requested_predicate_match | requested_predicate_match | requested_predicate_match | requested_predicate_match | requested_predicate_match | requested_predicate_match | requested_predicate_match,8,24,0,1,threshold_or_risk_conclusion,7,7
149,implicit,ANSWER,True,alert_or_operational_event_requires_review | requested_fact_missing_or_not_directly_stored,Проверь наличие периодов отсутствия сигнала от датчиков на реках Лепсы и Киши Осек.,Lepsy River | Kishi Osek River,6,temporal_evidence_match | temporal_evidence_match,0,18,0,1,alert_or_operational_event,2,2
150,implicit,ANSWER,True,derived_numeric_answer_requires_definition | generic_analysis_requires_review | requested_fact_missing_or_not_directly_stored | sensor_stability_or_connectivity_requires_review,Проанализируй стабильность показаний датчиков уровня воды для рек Или и Каратал.,Ile River | Karatal River,6,requested_predicate_match | requested_predicate_match,6,0,0,3,sensor_stability_or_connectivity | derived_numeric_conclusion | analysis_conclusion,1,1
151,implicit,ANSWER,True,generic_analysis_requires_review | per_entity_evidence_incomplete | requested_fact_missing_or_not_directly_stored | season_or_period_filter_requires_review | threshold_or_risk_requires_definition,Проанализируй риск паводков на реках Bayankol River и Ili River.,Bayankol River | Ili River,4,temporal_evidence_match | structural_fallback,0,9,0,4,temporal_context | threshold_or_risk_conclusion | season_or_period_filtered_evidence | analysis_conclusion,2,2
152,implicit,ANSWER,True,derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored,Оцени сезонный сток для системы рек Lepsy River и Shilik River.,Lepsy River | Shilik River,6,requested_predicate_match | requested_predicate_match,12,18,0,1,derived_numeric_conclusion,2,2
153,implicit,ANSWER,True,ecological_assessment_requires_review | requested_fact_missing_or_not_directly_stored | season_or_period_filter_requires_review,Какие реки в бассейне Sarykan River наиболее подвержены весенним половодьям?,Sarykan River,3,temporal_evidence_match,0,9,0,2,ecological_assessment_conclusion | season_or_period_filtered_evidence,1,1
154,implicit,ANSWER,True,derived_numeric_answer_requires_definition | forecast_requires_manual_review | requested_fact_missing_or_not_directly_stored,Сравни вероятность наводнений на реках Shynzhaly River и Shyzhyn River.,Shynzhaly River | Shyzhyn River,2,structural_fallback | structural_fallback,0,0,0,2,derived_numeric_conclusion | forecast_or_probability,2,2
155,implicit,ANSWER,True,aggregate_or_comparison_requires_review | generic_analysis_requires_review | requested_fact_missing_or_not_directly_stored | season_or_period_filter_requires_review,Проведи анализ динамики весеннего половодья для рек Bayankol River и Lepsy River.,Bayankol River | Lepsy River,6,temporal_evidence_match | temporal_evidence_match,0,18,0,3,aggregate_or_comparative_conclusion | season_or_period_filtered_evidence | analysis_conclusion,2,2
156,implicit,ANSWER,True,per_entity_evidence_incomplete | requested_fact_missing_or_not_directly_stored | river_topology_requires_manual_review | season_or_period_filter_requires_review,"Оцени угрозу паводков для бассейна Ili River, включая притоки Sarykan River и Shynzhaly River.",Ili River | Sarykan River | Shynzhaly River,7,structural_fallback | temporal_evidence_match | temporal_evidence_match,0,18,10,3,temporal_context | season_or_period_filtered_evidence | river_flow_topology,3,3
157,implicit,ANSWER,True,derived_numeric_answer_requires_definition | forecast_requires_manual_review | requested_fact_missing_or_not_directly_stored,Какова прогнозируемая амплитуда сезонного стока для рек Shilik River и Shyzhyn River?,Shilik River | Shyzhyn River,6,requested_predicate_match | requested_predicate_match,9,18,0,2,derived_numeric_conclusion | forecast_or_probability,2,2
158,implicit,ANSWER,True,requested_fact_missing_or_not_directly_stored | season_or_period_filter_requires_review | threshold_or_risk_requires_definition,Выяви наиболее опасные периоды паводка для рек Bayankol River и Sarykan River.,Bayankol River | Sarykan River,6,temporal_evidence_match | temporal_evidence_match,0,18,0,2,threshold_or_risk_conclusion | season_or_period_filtered_evidence,2,2
159,implicit,ANSWER,True,generic_analysis_requires_review | requested_fact_missing_or_not_directly_stored | season_or_period_filter_requires_review | threshold_or_risk_requires_definition,Проанализируй риск перелива рек Lepsy River и Shynzhaly River во время весеннего таяния.,Lepsy River | Shynzhaly River,6,temporal_evidence_match | temporal_evidence_match,0,18,0,3,threshold_or_risk_conclusion | season_or_period_filtered_evidence | analysis_conclusion,2,2
160,implicit,ANSWER,True,derived_numeric_answer_requires_definition | per_entity_evidence_incomplete | requested_fact_missing_or_not_directly_stored,Сравни уровни сезонного расхода воды в реках Ili River и Shyzhyn River.,Ili River | Shyzhyn River,4,structural_fallback | requested_predicate_match,6,9,0,4,water_level | water_discharge | temporal_context | derived_numeric_conclusion,2,2
161,implicit,ANSWER,True,requested_fact_missing_or_not_directly_stored | season_or_period_filter_requires_review | threshold_or_risk_requires_definition,Оцени потенциал паводкового затопления для бассейна Shynzhaly River и рек Shilik River.,Shynzhaly River | Shilik River,6,temporal_evidence_match | temporal_evidence_match,0,18,0,2,threshold_or_risk_conclusion | season_or_period_filtered_evidence,2,2
162,implicit,ANSWER,True,derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored | season_or_period_filter_requires_review,Исследуй корреляцию между снеготаянием и паводками на реках Bayankol River и Lepsy River.,Bayankol River | Lepsy River,6,temporal_evidence_match | temporal_evidence_match,0,18,0,2,derived_numeric_conclusion | season_or_period_filtered_evidence,2,2
163,implicit,ANSWER,True,requested_fact_missing_or_not_directly_stored | season_or_period_filter_requires_review | threshold_or_risk_requires_definition,Подготовь отчет по рискам весеннего половодья для системы рек Sarykan River и Shyzhyn River.,Sarykan River | Shyzhyn River,6,temporal_evidence_match | temporal_evidence_match,0,18,0,2,threshold_or_risk_conclusion | season_or_period_filtered_evidence,2,2
164,implicit,ANSWER,True,forecast_requires_manual_review | per_entity_evidence_incomplete | requested_fact_missing_or_not_directly_stored | season_or_period_filter_requires_review,Оцени вероятность экстремальных паводков на реках Ili River и Shynzhaly River.,Ili River | Shynzhaly River,4,structural_fallback | temporal_evidence_match,0,9,0,3,temporal_context | season_or_period_filtered_evidence | forecast_or_probability,2,2
165,implicit,ANSWER,True,ecological_assessment_requires_review | generic_analysis_requires_review | requested_fact_missing_or_not_directly_stored | season_or_period_filter_requires_review,Проанализируй гидрологическую обстановку (паводки) для рек Shyzhyn River и Sarykan River.,Shyzhyn River | Sarykan River,6,temporal_evidence_match | temporal_evidence_match,0,18,0,3,ecological_assessment_conclusion | season_or_period_filtered_evidence | analysis_conclusion,2,2
166,implicit,ANSWER,True,generic_analysis_requires_review | requested_fact_missing_or_not_directly_stored | river_topology_requires_manual_review,"Проанализируй структуру притоков реки Талгар, чтобы определить основные узлы слияния в её бассейне.",Talgar River,1,structural_fallback,0,0,2,2,analysis_conclusion | river_flow_topology,1,1
167,implicit,ANSWER,True,derived_spatial_metric_requires_review | requested_fact_missing_or_not_directly_stored,"Рассчитай общую протяженность речной сети, соединяющей реку Текес и река Тентек.",Tekes River | Tentek River,2,structural_fallback | structural_fallback,0,0,0,1,derived_spatial_metric,2,2
168,implicit,ANSWER,True,requested_fact_missing_or_not_directly_stored | river_topology_requires_manual_review,"Оцени топологическую связность бассейна реки Эмель с притоками, такими как река Сарыкан.",Emel River | Sarykan River,2,structural_fallback | structural_fallback,0,0,4,1,river_flow_topology,2,2
169,implicit,ANSWER,True,derived_spatial_topology_requires_review | requested_fact_missing_or_not_directly_stored,Определи пространственное пересечение координат русел рек Шынжалы и реки Талгар.,Shynzhaly River | Talgar River,2,structural_fallback | structural_fallback,0,0,0,1,derived_spatial_or_network_relation,2,2
170,implicit,ANSWER,True,generic_analysis_requires_review | hydrological_network_analysis_requires_review | requested_fact_missing_or_not_directly_stored,"Проведи анализ иерархии речной сети, начиная от ручья Терисбутак до основных артерий региона.",Terisbuthak Creek,1,structural_fallback,0,0,2,2,hydrological_network_analysis | analysis_conclusion,1,1
171,implicit,ANSWER,True,derived_spatial_metric_requires_review | requested_fact_missing_or_not_directly_stored,Вычисли гидрологическое расстояние между точками слияния реки Киши-Осек и реки Талгар.,Kishi Osek River | Talgar River,2,structural_fallback | structural_fallback,0,0,0,1,derived_spatial_metric,2,2
172,implicit,ANSWER,True,derived_spatial_metric_requires_review | hydrological_network_analysis_requires_review | requested_fact_missing_or_not_directly_stored,"Оцени плотность дренажной сети в бассейне реки Текес, учитывая её топологические особенности.",Tekes River,1,structural_fallback,0,0,0,2,derived_spatial_metric | hydrological_network_analysis,1,1
173,implicit,ANSWER,True,generic_analysis_requires_review | hydrological_network_analysis_requires_review | requested_fact_missing_or_not_directly_stored,"Проанализируй направление стока от реки Шынжалы к основным речным системам, используя топологию сети.",Shynzhaly River,3,requested_predicate_match,3,0,0,2,hydrological_network_analysis | analysis_conclusion,1,1
174,implicit,ANSWER,True,hydrological_network_analysis_requires_review | requested_fact_missing_or_not_directly_stored,Определи все точки пересечения водоразделов между реками Эмель и Тентек.,Emel River | Tentek River,2,structural_fallback | structural_fallback,0,0,0,1,hydrological_network_analysis,2,2
175,implicit,ANSWER,True,derived_spatial_metric_requires_review | requested_fact_missing_or_not_directly_stored,"Рассчитай коэффициент связности речной сети для системы, включающей река Сарыкан.",Sarykan River,1,structural_fallback,0,0,0,1,derived_spatial_metric,1,1
176,implicit,ANSWER,True,unmapped_query_intent_requires_review,Проведи пространственный анализ близости русла ручья Терисбутак к реке Талгар.,Terisbuthak Creek | Talgar River,2,structural_fallback | structural_fallback,0,0,0,1,unmapped_query_intent,2,2
177,implicit,ANSWER,True,derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored,Сравни топологическую сложность бассейнов рек Сарыкан и реки Эмель.,Sarykan River | Emel River,2,structural_fallback | structural_fallback,0,0,0,1,derived_numeric_conclusion,2,2
178,implicit,ANSWER,True,causal_claim_requires_definition | requested_fact_missing_or_not_directly_stored | river_topology_requires_manual_review,Оцени влияние топологии притоков реки Тентек на общую структуру речной сети региона.,Tentek River,1,structural_fallback,0,0,2,2,causal_or_impact_conclusion | river_flow_topology,1,1
179,implicit,ANSWER,True,derived_spatial_topology_requires_review | requested_fact_missing_or_not_directly_stored | season_or_period_filter_requires_review,"Выяви потенциальные пути распространения паводка по речной сети, начиная от реки Киши-Осек.",Kishi Osek River,3,temporal_evidence_match,0,9,0,2,derived_spatial_or_network_relation | season_or_period_filtered_evidence,1,1
180,implicit,ANSWER,True,generic_analysis_requires_review | hydrological_network_analysis_requires_review | requested_fact_missing_or_not_directly_stored,"Проанализируй конфигурацию речной сети, объединяющей реки Текес и Сарыкан.",Tekes River | Sarykan River,2,structural_fallback | structural_fallback,0,0,0,2,hydrological_network_analysis | analysis_conclusion,2,2
181,implicit,ANSWER,True,causal_claim_requires_definition | ecological_or_management_inference_requires_review | requested_fact_missing_or_not_directly_stored,Оцените влияние изменения уровня воды в реке Шарын на состояние прилегающих экосистем и биоразнообразие.,Sharyn River,3,requested_predicate_match,3,0,0,2,ecological_or_management_conclusion | causal_or_impact_conclusion,1,1
182,implicit,ANSWER,True,generic_analysis_requires_review | requested_fact_missing_or_not_directly_stored | threshold_or_risk_requires_definition,Проанализируйте риски дефицита воды для сельскохозяйственных нужд в бассейне реки Уржар.,Urzhar River,1,structural_fallback,0,0,0,2,threshold_or_risk_conclusion | analysis_conclusion,1,1
183,implicit,ANSWER,True,causal_effect_wording_requires_review | requested_fact_missing_or_not_directly_stored | sufficiency_or_management_requires_review,Как текущее состояние стока реки Турген влияет на доступность воды для орошения садов?,Turgen River,1,requested_predicate_match,2,3,0,2,management_sufficiency_conclusion | causal_effect_conclusion,1,1
184,implicit,ANSWER,True,ecological_assessment_requires_review | requested_fact_missing_or_not_directly_stored,Оцените экологическую устойчивость пойменных земель вдоль реки Киши Осек в контексте изменения климата.,Kishi Osek River,1,structural_fallback,0,0,0,1,ecological_assessment_conclusion,1,1
185,implicit,ANSWER,True,derived_numeric_answer_requires_definition | per_entity_evidence_incomplete | requested_fact_missing_or_not_directly_stored,Исследуйте корреляцию между объемом потребления воды из реки Бызж и урожайностью местных культур.,Byzhy River,3,requested_predicate_match,3,0,0,2,volume | derived_numeric_conclusion,1,1
186,implicit,ANSWER,True,causal_claim_requires_definition | per_entity_evidence_incomplete | requested_fact_missing_or_not_directly_stored,"Проведите анализ влияния загрязнения реки Бутак на качество воды, используемой в сельском хозяйстве.",Butak River,1,structural_fallback,0,0,0,2,water_quality | causal_or_impact_conclusion,1,1
187,implicit,ANSWER,True,causal_claim_requires_definition | derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored,Оцените потенциальное влияние снижения уровня реки Токыраун на потребление воды животноводческими хозяйствами.,Tokyraun River,3,requested_predicate_match,3,0,0,2,derived_numeric_conclusion | causal_or_impact_conclusion,1,1
188,implicit,ANSWER,True,derived_numeric_answer_requires_definition | ecological_or_management_inference_requires_review | requested_fact_missing_or_not_directly_stored,Сравните экологический статус речных экосистем в бассейнах рек Шарын и Уржар.,Sharyn River | Urzhar River,2,structural_fallback | structural_fallback,0,0,0,2,ecological_or_management_conclusion | derived_numeric_conclusion,2,2
189,implicit,ANSWER,True,forecast_requires_manual_review | requested_fact_missing_or_not_directly_stored,Какова вероятность возникновения засухи в регионе реки Турген и её последствия для ирригационных систем?,Turgen River,1,structural_fallback,0,0,2,1,forecast_or_probability,1,1
190,implicit,ANSWER,True,ecological_assessment_requires_review | requested_fact_missing_or_not_directly_stored,Оцените нагрузку на водные ресурсы реки Киши Осек в связи с расширением сельскохозяйственных угодий.,Kishi Osek River,1,structural_fallback,0,0,0,1,ecological_assessment_conclusion,1,1
